title,author,price,pages,reviews,avg_rating,seller,value_per_page,link,asin,wishlist_name,format,scraped_timestamp
AI 2041,"Kai-Fu Lee, Chen Qiufan",,480,1866,4.4,,,https://www.amazon.in/dp/0753559013/?coliid=I3N3M6HKIL7M9X&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0753559013,IT Books,"Paperback

—",2025-09-22T12:41:01.918120
THE SOUL OF A NEW MACHINE,Tracy Kidder,716.68,320,1556,4.5,Cocoblu Retail,2.2396249999999998,https://www.amazon.in/dp/0316491977/?coliid=IUX0VL74K3J0P&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0316491977,IT Books,"Paperback

₹716.68",2025-09-22T12:41:03.721934
Google It,Anna Crowley Redding,489.0,240,116,4.3,Cocoblu Retail,2.0375,https://www.amazon.in/dp/125079210X/?coliid=IU9AW0J22T1WH&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,125079210X,IT Books,"Paperback

₹489.00",2025-09-22T12:41:08.085885
"Programming Arduino: Getting Started with Sketches, Second Edition",Simon Monk,,192,1759,4.6,,,https://www.amazon.in/dp/1259641635/?coliid=IAEDFKIH19FDZ&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1259641635,IT Books,"Paperback

—",2025-09-22T12:41:12.973119
Beginner's Step-by-Step Coding Course,DK,899.0,360,1959,4.5,Cocoblu Retail,2.4972222222222222,https://www.amazon.in/dp/0241358736/?coliid=I2EIYWFVGBIUSU&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0241358736,IT Books,"Hardcover

₹899.00",2025-09-22T12:41:13.429237
Designing Brand Identity: An Essential Guide for the Whole Branding Team,"Alina Wheeler, Debbie Millman",3362.0,336,705,4.6,Cocoblu Retail,10.005952380952381,https://www.amazon.in/dp/1118980824/?coliid=I222MW6X5LPY7J&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1118980824,IT Books,"Hardcover

₹3,362.00",2025-09-22T12:41:14.840508
Building a Story Brand: Clarify Your Message So Customers Will Listen,Donald Miller,,240,10439,4.5,,,https://www.amazon.in/dp/1404107215/?coliid=I1S21F8LT52G7F&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1404107215,IT Books,"Paperback

—",2025-09-22T12:41:15.122596
DRAPLIN DESIGN CO,Aaron James Draplin,2983.0,256,1418,4.8,Cocoblu Retail,11.65234375,https://www.amazon.in/dp/1419720171/?coliid=I2PT3HZP8A2LYT&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1419720171,IT Books,"Hardcover

₹2,983.00",2025-09-22T12:41:22.512897
Made by James,"James Martin, Made by James",,224,525,4.9,,,https://www.amazon.in/dp/0760371490/?coliid=I2O0K3E7UZ47EE&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0760371490,IT Books,"Hardcover

from ₹2,557.00",2025-09-22T12:41:23.501073
LOGO DESIGN,Julius Wiedemann,2200.0,664,307,4.5,E S CORPORATION,3.3132530120481927,https://www.amazon.in/dp/3836556340/?coliid=IYX7IV50C0289&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,3836556340,IT Books,"Hardcover

₹2,200.00",2025-09-22T12:41:23.620945
"Logo Design. Global Brands: Haushalte, Unternehmen, Markte",Julius Wiedemann,1958.59,512,602,4.7,SBD SUBSCRIPTION SERVICES,3.82537109375,https://www.amazon.in/dp/3836576759/?coliid=IN9NIBLV3BTX7&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,3836576759,IT Books,"Hardcover

₹1,958.59",2025-09-22T12:41:24.816186
The Design of Everyday Things: Revised and Expanded Edition,Don Norman,,347,1208,4.4,,,https://www.amazon.in/dp/0465055710/?coliid=I35ED5WOGIQ2XF&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0465055710,IT Books,Unknown,2025-09-22T12:41:32.882615
"Programming the Raspberry Pi, Third Edition: Getting Started with Python: Bookshelf Edition",Simon Monk,1268.0,192,250,4.6,Sunrise Book store,6.604166666666667,https://www.amazon.in/dp/126425735X/?coliid=I35JQX4UMQPC87&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,126425735X,IT Books,"Paperback

₹1,268.00",2025-09-22T12:41:34.486895
Learning Domain-Driven Design: Aligning Software Architecture and Business Strategy (Grayscale Indian Edition),Vladik Khononov,1325.0,340,346,4.7,Shroff Publishers & Distributors Pvt. Ltd.,3.8970588235294117,https://www.amazon.in/dp/935542048X/?coliid=IH1GP7R8002BL&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,935542048X,IT Books,Unknown,2025-09-22T12:41:34.606034
"Make: Getting Started With Raspberry Pi - Getting to Know the Inexpensive ARM-Powered Linux Computer, Fourth Edition (Grayscale Indian Edition)","Shawn Wallace, Matt Richardson, ",,244,19,4.5,,,https://www.amazon.in/dp/9355421729/?coliid=I31J1EEFB8FXEI&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,9355421729,IT Books,Unknown,2025-09-22T12:41:35.314485
Converted: The Data-Driven Way to Win Customers' Hearts,Neil Hoyne,999.97,240,164,4.4,Trans Infopreneur Inc,4.166541666666666,https://www.amazon.in/dp/0593420659/?coliid=I15FWAEE7QS2LG&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0593420659,IT Books,"Hardcover

₹999.97",2025-09-22T12:41:43.557446
Learning Google Analytics: Creating Business Impact and Driving Insights (Grayscale Indian Edition),Mark Edmondson,1350.0,344,25,4.2,Shroff Publishers & Distributors Pvt. Ltd.,3.9244186046511627,https://www.amazon.in/dp/9355422490/?coliid=I2LRVT9FRCO6Y5&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9355422490,IT Books,"Paperback

₹1,350.00",2025-09-22T12:41:44.643777
"Python in a Nutshell: A Desktop Quick Reference, 4th Edition (Grayscale Indian Edition)","Alex Martelli, , , ",2850.0,740,52,4.5,Shroff Publishers & Distributors Pvt. Ltd.,3.8513513513513513,https://www.amazon.in/dp/9355421990/?coliid=I3N1ZRF4240UWO&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9355421990,IT Books,"Paperback

₹2,850.00",2025-09-22T12:41:44.954301
PHP Cookbook: Modern Code Solutions for Professional Developers (Grayscale Indian Edition),Eric A. Mann,1700.0,436,6,4.6,Shroff Publishers & Distributors Pvt. Ltd.,3.8990825688073394,https://www.amazon.in/dp/9355424191/?coliid=I2D3URPB1HFR1X&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9355424191,IT Books,"Paperback

₹1,700.00",2025-09-22T12:41:45.419494
Graphic Design For Everyone,Cath Caldwell,729.0,224,361,4.6,Cocoblu Retail,3.2544642857142856,https://www.amazon.in/dp/024134381X/?coliid=I2SLM55A89A7RQ&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,024134381X,IT Books,"Hardcover

₹729.00",2025-09-22T12:41:50.317658
"The Art of Modern PHP 8: Learn how to write modern, performant, and enterprise-ready code with the latest PHP features and practices","Joseph Edmonds, Lorna Jane Mitchell",2000.0,420,9,4.2,SNP_SALES,4.761904761904762,https://www.amazon.in/dp/1800566158/?coliid=I3NA10BNNNPQRF&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1800566158,IT Books,"Paperback

₹2,000.00",2025-09-22T12:41:54.188192
Harper Collins India Creative Confidence: Unleashing The Creative Potential Within Us All,Tom,182.0,244,3111,4.5,Cocoblu Retail,0.7459016393442623,https://www.amazon.in/dp/0007592515/?coliid=I35E51BFJORT5I&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0007592515,IT Books,"Paperback

₹182.00",2025-09-22T12:41:57.148847
Statistics without Tears: An Introduction for Non-Mathematicians,Dr Derek Rowntree,349.0,208,1025,4.5,Cocoblu Retail,1.6778846153846154,https://www.amazon.in/dp/0141987499/?coliid=I3KQRFPCV3YT9F&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0141987499,IT Books,"Paperback

₹349.00",2025-09-22T12:41:57.082979
"PHP 8 Programming Tips, Tricks and Best Practices: A practical guide to PHP 8 features, usage changes, and advanced programming techniques","Doug Bierer, Cal Evans",2000.0,528,20,4.2,SNP_SALES,3.787878787878788,https://www.amazon.in/dp/180107187X/?coliid=I1L6YS4HAVTGVR&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,180107187X,IT Books,"Paperback

₹2,000.00",2025-09-22T12:41:57.250896
Mastering WooCommerce 4,Patrick Rauland,2000.0,334,31,3.9,SNP_SALES,5.9880239520958085,https://www.amazon.in/dp/1838822836/?coliid=I1GNJEYVMTKKTY&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1838822836,IT Books,"Paperback

₹2,000.00",2025-09-22T12:42:01.250461
"WordPress 5 Complete: Build beautiful and feature-rich websites from scratch, 7th Edition",Karol Król,2250.0,432,51,4.3,Repro Books-On-Demand,5.208333333333333,https://www.amazon.in/dp/1789532019/?coliid=IWEALOE4QZ8WU&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1789532019,IT Books,"Paperback

₹2,249.00",2025-09-22T12:42:05.427429
WordPress 5 Cookbook: Actionable solutions to common problems when building websites with WordPress,Rakhitha Nimesh Ratnayake,2000.0,660,12,4.2,SNP_SALES,3.0303030303030303,https://www.amazon.in/dp/1838986502/?coliid=I1UP82O7CZIKHZ&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1838986502,IT Books,"Paperback

₹2,000.00",2025-09-22T12:42:05.531614
"Professional WordPress Plugin Development, Second Edition","Brad Williams, Justin Tadlock, ",4631.0,480,86,4.7,SHRI BOOK,9.647916666666667,https://www.amazon.in/dp/1119666945/?coliid=I2UWJ19KKH9CI0&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1119666945,IT Books,"Paperback

₹4,631.00",2025-09-22T12:42:08.131644
