title,author,price,pages,reviews,avg_rating,value_per_page,link,asin,wishlist_name,format,scraped_timestamp
Cryptonomicon,Neal Stephenson,410.0,1168,7490,4.5,0.351027397260274,https://www.amazon.in/dp/0060512806/?coliid=I1GQDJ7JP4LI8S&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0060512806,IT Books,"Mass Market Paperback

₹410.00",2025-07-21T20:05:49.038704
INTERNET OF THINGS (IOT): Architecture and Design Principles |2nd Edition,Raj Kamal,717.0,360,10,4.1,1.9916666666666667,https://www.amazon.in/dp/9390727383/?coliid=ILZJMTJ5ARNS6&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9390727383,IT Books,"Paperback

₹717.00",2025-07-21T20:05:51.466624
"GODEL, ESCHER, BACH",Douglas R. Hofstadter,1501.0,824,2286,4.6,1.8216019417475728,https://www.amazon.in/dp/0465026567/?coliid=I1NVOIEDIA39Z2&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0465026567,IT Books,"Paperback

₹1,501.00",2025-07-21T20:05:53.318503
Clean Code: A Handbook of Agile Software Craftsmanship,Robert Martin,950.0,464,6402,4.5,2.0474137931034484,https://www.amazon.in/dp/0132350882/?coliid=I2V30240K7T2AO&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0132350882,IT Books,"Paperback

₹950.00",2025-07-21T20:05:55.194832
(Old Edition) SOFTWARE ENGINEERING,"Bruce R. Maxim, Roger S. Pressman",442.0,976,180,4.3,0.45286885245901637,https://www.amazon.in/dp/9353165717/?coliid=IXJ5AYEWCJ9FI&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9353165717,IT Books,"Paperback

₹442.00",2025-07-21T20:06:00.574490
"Software Engineering, 10/e",Ian Sommerville,891.0,808,195,4.2,1.1027227722772277,https://www.amazon.in/dp/9332582696/?coliid=I2G7NB4Z925ZIZ&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9332582696,IT Books,"Paperback

₹891.00",2025-07-21T20:06:01.092536
React Key Concepts: Consolidate your knowledge of React's core features,Maximilian Schwarzmüller,3599.0,590,83,4.7,6.1,https://www.amazon.in/dp/1803234504/?coliid=I13JCQ2FDZ7LI6&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1803234504,IT Books,"Paperback

₹3,599.00",2025-07-21T20:06:01.949156
"Head First Python: A Learner's Guide to the Fundamentals of Python Programming, a Brain-Friendly Guide",Paul Barry,5847.0,600,74,4.4,9.745,https://www.amazon.in/dp/1492051292/?coliid=I1ZNJEKMUA917S&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1492051292,IT Books,"Paperback

₹5,847.00",2025-07-21T20:06:03.130646
LEARNING PYTHON,Mark Lutz,,1648,1858,4.5,,https://www.amazon.in/dp/1449355730/?coliid=I1Q2Y64IXVLNG2&colid=OPIB1KQBJDHR&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1449355730,IT Books,"Paperback

₹6,851.98",2025-07-21T20:06:11.149920
"Learning Python: Powerful Object-Oriented Programming, Fifth Edition (Greyscale Indian Edition)",Lutz M,2385.0,1616,194,4.3,1.4758663366336633,https://www.amazon.in/dp/9351102017/?coliid=IDU6CF5N32WP1&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9351102017,IT Books,"Paperback

₹2,385.00",2025-07-21T20:06:11.696098
