title,author,price,pages,reviews,avg_rating,value_per_page,link,asin,wishlist_name,format,scraped_timestamp
Ratan Tata : A Life,Thomas Mathew,899.0,712,234,4.7,1.2626404494382022,https://www.amazon.in/dp/9356295697/?coliid=I1WZLWSV2T4DS&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9356295697,General Books,"Hardcover

₹899.00",2025-07-21T20:12:24.105282
LEONARDO DA VINCI Paperback,Walter Isaacson,1881.0,624,10696,4.6,3.014423076923077,https://www.amazon.in/dp/1471166783/?coliid=I380FZIXSE0K2G&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1471166783,General Books,"Paperback

₹1,881.00",2025-07-21T20:12:24.565223
Einstein: His Life and Universe,Walter Isaacson,435.0,704,5512,4.6,0.6178977272727273,https://www.amazon.in/dp/1847390544/?coliid=I30AT3BXI53DIT&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1847390544,General Books,"Paperback

₹435.00",2025-07-21T20:12:25.323918
"Good Vibes, Good Life: How Self-love Is: How Self-love Is the Key to Unlocking Your Greatness",Vex King,323.0,304,33347,4.6,1.0625,https://www.amazon.in/dp/9386832836/?coliid=IEEL82H8QZWE&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9386832836,General Books,"Paperback

₹323.00",2025-07-21T20:12:25.762169
The Gifts of Imperfection,Brené Brown,576.49,240,41788,4.5,2.402041666666667,https://www.amazon.in/dp/1785043544/?coliid=I2IECF2I6MEMDQ&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1785043544,General Books,"Hardcover

₹576.49",2025-07-21T20:12:33.964770
Treasure Island (Enriched Classics),Robert Louis Stevenson,182.88,304,32518,4.3,0.601578947368421,https://www.amazon.in/dp/1416500294/?coliid=I3331UT8JVJFM6&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1416500294,General Books,"Mass Market Paperback

₹182.88",2025-07-21T20:12:34.354483
The Prince,"Niccolo Machiavelli, Tim Parks",548.0,240,1202,4.8,2.283333333333333,https://www.amazon.in/dp/0141395877/?coliid=I2NWALKE65K86N&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0141395877,General Books,"Hardcover

₹548.00",2025-07-21T20:12:34.284894
Sapiens: THE MULTI-MILLION COPY BESTSELLER,Yuval Noah Harari,399.0,512,123117,4.7,0.779296875,https://www.amazon.in/dp/0099590085/?coliid=I207NLIB25NDCN&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0099590085,General Books,"Paperback

₹399.00",2025-07-21T20:12:43.618714
Careless People: A story of where I used to work,Sarah Wynn-Williams,463.89,400,1878,4.4,1.159725,https://www.amazon.in/dp/1035065932/?coliid=IEPQA3216LKLD&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1035065932,General Books,"Paperback

₹463.89",2025-07-21T20:12:45.165679
Battle for Sanskrit: Is Sanskrit Political or Sacred? Oppressive or Liberating? Dead or Alive?,Rajiv Malhotra,432.0,488,496,4.8,0.8852459016393442,https://www.amazon.in/dp/9352641817/?coliid=I35FF5E4DF5R21&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9352641817,General Books,"Paperback

₹432.00",2025-07-21T20:12:45.841346
The Mammoth Book of How it Happened: Naval Battles (MBO HiH),Jon E. Lewis,,624,12,4.0,,https://www.amazon.in/dp/1841191493/?coliid=I3AJYNMTGTMGO5&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1841191493,General Books,Unknown,2025-07-21T20:12:53.608843
The Practicing Stoic: A Philosophical User's Manual,Ward Farnsworth,1783.0,256,2327,4.7,6.96484375,https://www.amazon.in/dp/1567928242/?coliid=I3FNJEAV8JQKM1&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1567928242,General Books,"Paperback

₹1,783.00",2025-07-21T20:12:54.857082
The History of the Ancient World: From t,Susan Wise Bauer,2794.0,896,1399,4.6,3.1183035714285716,https://www.amazon.in/dp/039305974X/?coliid=I25BXQDKGNPO12&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,039305974X,General Books,"Hardcover

₹2,794.00",2025-07-21T20:12:55.136217
Glucose Revolution: The Life-Changing Power of Balancing Your Blood Sugar,"Jessie Inchauspe, Ben Horowitz",,249,9400,4.6,,https://www.amazon.in/dp/B0FCSKBQDG/?coliid=IWQHGQUD0B0NG&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,B0FCSKBQDG,General Books,Unknown,2025-07-21T20:12:58.587183
Karl Marx: Greatness and Illusion,Gareth Stedman Jones,1465.85,768,128,4.3,1.9086588541666665,https://www.amazon.in/dp/0141024801/?coliid=IV33E0T9ZD91G&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0141024801,General Books,"Paperback

₹1,465.85",2025-07-21T20:13:03.378432
The Alchemist,Paulo Coelho,219.0,172,167839,4.6,1.2732558139534884,https://www.amazon.in/dp/8172234988/?coliid=IRKERXHEWSM0W&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,8172234988,General Books,"Paperback

₹219.00",2025-07-21T20:13:04.557565
The Story of the Jews,Simon Schama CBE,795.24,512,1242,4.3,1.553203125,https://www.amazon.in/dp/009954668X/?coliid=IM4QE53VQO7AN&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,009954668X,General Books,"Paperback

₹795.24",2025-07-21T20:13:05.332049
Hitler,Joachim C. Fest,2296.0,864,342,4.3,2.6574074074074074,https://www.amazon.in/dp/0156027542/?coliid=I2R47BGDL5594A&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0156027542,General Books,"Paperback

₹2,296.00",2025-07-21T20:13:09.473867
Crime & Punishment,Fyodor Dostoyevsky,329.0,720,4367,4.5,0.45694444444444443,https://www.amazon.in/dp/0140449132/?coliid=IMYUMJO4LLZYD&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140449132,General Books,"Paperback

₹329.00",2025-07-21T20:13:13.848584
Count of Monte Cristo,Alexandre Dumas,375.0,1312,4469,4.6,0.2858231707317073,https://www.amazon.in/dp/0140449264/?coliid=I3RKMMKQHFZ0C&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140449264,General Books,"Paperback

₹375.00",2025-07-21T20:13:13.906638
Metamorphosis,Franz Kafka,99.0,112,273,4.4,0.8839285714285714,https://www.amazon.in/dp/9355201060/?coliid=I3AYG8NKUQCLZF&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9355201060,General Books,"Paperback

₹99.00",2025-07-21T20:13:13.959698
Bushido: The Soul of Japan,Inazo Nitobe,190.0,130,806,4.5,1.4615384615384615,https://www.amazon.in/dp/8119007506/?coliid=I3RY8TVVR33YBX&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,8119007506,General Books,"Hardcover

₹190.00",2025-07-21T20:13:21.003434
Brothers Karamazov,Fyodor Dostoyevsky,336.0,1056,2339,4.5,0.3181818181818182,https://www.amazon.in/dp/0140449248/?coliid=I2EGJAA1UDFA0T&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140449248,General Books,"Paperback

₹336.00",2025-07-21T20:13:25.694887
Outlive: The Science and Art of Longevity,"Peter Attia, Bill Gifford",628.0,496,18219,4.6,1.2661290322580645,https://www.amazon.in/dp/1785044559/?coliid=I1NR31TMBFU03Y&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1785044559,General Books,"Paperback

₹628.00",2025-07-21T20:13:26.130196
Walden,Henry David Thoreau,158.0,280,6144,4.4,0.5642857142857143,https://www.amazon.in/dp/9350330776/?coliid=IF2Y3O0E0TKX3&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9350330776,General Books,"Paperback

₹158.00",2025-07-21T20:13:26.867143
THE BOOK OF ENGLISH MAGIC,"Philip Carr-Gomm, Richard Heygate",1299.0,576,481,4.5,2.2552083333333335,https://www.amazon.in/dp/1848540418/?coliid=IOD2H5N889SQ5&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1848540418,General Books,"Paperback

₹1,299.00",2025-07-21T20:13:31.628003
Psycho-Cybernetics: Updated and Expanded,Maxwell Maltz,,336,3693,4.6,,https://www.amazon.in/dp/0399176136/?coliid=I150RSJ6I0ZZXH&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0399176136,General Books,"Paperback

from ₹1,332.00",2025-07-21T20:13:35.455091
THE BOOK OF LONGINGS,Sue Monk Kidd,403.0,432,20018,4.5,0.9328703703703703,https://www.amazon.in/dp/1472232518/?coliid=I3GYD30BY9UAW5&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1472232518,General Books,"Paperback

₹403.00",2025-07-21T20:13:37.122958
Expert Secrets: The Underground Playbook for Converting Your Online Visitors into Lifelong Customers,Russell Brunson,449.0,352,2223,4.7,1.2755681818181819,https://www.amazon.in/dp/9391067921/?coliid=I1LYM1COZZ4P84&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9391067921,General Books,"Hardcover

₹449.00",2025-07-21T20:13:37.464030
"Negotiation Made Simple: A Practical Guide for Solving Problems, Building Relationships, and Delivering the Deal (Made Simple Series)",John Lowry,1306.0,224,52,4.6,5.830357142857143,https://www.amazon.in/dp/1400233879/?coliid=I2AHMUUCNDTKY2&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1400233879,General Books,"Paperback

₹1,306.00",2025-07-21T20:13:40.494718
How To Sell Anything To Anybody,Joe Girard,309.0,192,1169,4.5,1.609375,https://www.amazon.in/dp/0743273966/?coliid=I3C4RRAFU2CIFL&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0743273966,General Books,"Paperback

₹309.00",2025-07-21T20:13:47.208670
Zucked : Waking Up to the Facebook Catastrophe,Roger McNamee,342.0,352,849,4.3,0.9715909090909091,https://www.amazon.in/dp/0008319006/?coliid=I1IJ3COULXLFS3&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0008319006,General Books,"Paperback

₹342.00",2025-07-21T20:13:48.105293
"The Upstarts: Uber, Airbnb and the Battle for the New Silicon Valley",Brad Stone,614.94,464,1515,4.4,1.3253017241379312,https://www.amazon.in/dp/0552172588/?coliid=I3QLTZ4SFGUE3C&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0552172588,General Books,"Paperback

₹614.94",2025-07-21T20:13:47.121316
Bullshit Jobs,David Graeber,437.0,368,2942,4.4,1.1875,https://www.amazon.in/dp/0141983477/?coliid=IBITPSXUYBRA1&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0141983477,General Books,"Paperback

₹437.00",2025-07-21T20:13:50.267377
Debt: The first 5000 years -PB,David Graeber,424.0,544,529,4.5,0.7794117647058824,https://www.amazon.in/dp/0143422715/?coliid=I3RQ0NKEMIG9T7&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0143422715,General Books,"Paperback

₹424.00",2025-07-21T20:13:56.709512
DOMINION,Tom Holland,603.0,624,1868,4.6,0.9663461538461539,https://www.amazon.in/dp/0349141207/?coliid=IHO5Q9TW23SJY&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0349141207,General Books,"Paperback

₹603.00",2025-07-21T20:13:58.826346
"The World for Sale: Money, Power and the Traders Who Barter the Earth’s Resources","Javier Blas, Jack Farchy",437.0,416,3510,4.6,1.0504807692307692,https://www.amazon.in/dp/1847942679/?coliid=I2429DAUY5R1S6&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1847942679,General Books,"Paperback

₹437.00",2025-07-21T20:14:00.098474
"For God, Country, and Coca-Cola: The Definitive History of the Great American Soft Drink and the Company That Makes It",Mark Pendergrast,4462.0,560,155,4.5,7.9678571428571425,https://www.amazon.in/dp/0465029175/?coliid=I25V46XO8PZ4W0&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0465029175,General Books,"Paperback

₹4,462.00",2025-07-21T20:14:00.877167
Descent of Man: Selection in Relation to Sex (Penguin Classics),"Adrian Desmond, Charles Darwin, ",485.69,864,186,4.3,0.5621412037037037,https://www.amazon.in/dp/0140436316/?coliid=I742YMMMDVRSK&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140436316,General Books,"Paperback

₹485.69",2025-07-21T20:14:07.651515
Machiavelli (old edition),Alexander Lee,708.0,768,177,4.4,0.921875,https://www.amazon.in/dp/1447275004/?coliid=I35U4G17Y3XY6&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1447275004,General Books,"Paperback

₹708.00",2025-07-21T20:14:09.651480
Hitler,Ian Kershaw,999.0,1072,1422,4.6,0.9319029850746269,https://www.amazon.in/dp/0141035889/?coliid=I1S2ZYIAYO69LB&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0141035889,General Books,"Paperback

₹999.00",2025-07-21T20:14:10.533257
The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,489.0,832,4429,4.5,0.5877403846153846,https://www.amazon.in/dp/1408887010/?coliid=IECOVYIM5JJ9H&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1408887010,General Books,"Paperback

₹489.00",2025-07-21T20:14:13.393992
The Better Angels of Our Nature,Steven Pinker,839.0,1056,3533,4.5,0.7945075757575758,https://www.amazon.in/dp/0141034645/?coliid=I1MU92Q7OE8PLV&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0141034645,General Books,"Paperback

₹839.00",2025-07-21T20:14:19.359095
Capital: Volume III: 3,"Karl Marx, David Fernbach",635.0,1088,408,4.6,0.5836397058823529,https://www.amazon.in/dp/0140445706/?coliid=I1O0X0SHP9F7C4&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140445706,General Books,"Paperback

₹635.00",2025-07-21T20:14:22.297901
The Selfish Gene - 4th Edition | Popular Science Trade Book,Richard Dawkins,379.0,496,7989,4.6,0.7641129032258065,https://www.amazon.in/dp/0198788606/?coliid=I3896L3WM07KNX&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0198788606,General Books,"Paperback

₹379.00",2025-07-21T20:14:22.796306
Competitive Advantage Of Nations,Michael E. Porter,785.87,896,123,4.5,0.8770870535714286,https://www.amazon.in/dp/0684841479/?coliid=I2TFKLTJPA5FYB&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0684841479,General Books,"Hardcover

₹785.87",2025-07-21T20:14:23.098975
Capital,Karl Marx,574.49,624,430,4.7,0.9206570512820513,https://www.amazon.in/dp/0140445692/?coliid=I2JFGUNKEPND68&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140445692,General Books,"Paperback

₹574.49",2025-07-21T20:14:27.463094
Capital (Vol 1),Karl Marx,770.0,1152,1165,4.7,0.6684027777777778,https://www.amazon.in/dp/0140445684/?coliid=I28MYUIQDI62ZA&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140445684,General Books,"Paperback

₹770.00",2025-07-21T20:14:33.262438
"Complete Collection of Fyodor Dostoevsky 6 Books Box Set(Notes From The Underground, Crime and Punishment, The Brothers Karamazov, The Devils, The Idiot & The House of the Dead)",Fyodor Dostoevsky,1771.62,3936,45,4.6,0.45010670731707314,https://www.amazon.in/dp/9394018034/?coliid=I2CJPOIM0H4XEU&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9394018034,General Books,"Paperback

₹1,771.62",2025-07-21T20:14:33.293487
The Count of Monte Cristo,Alexandre Dumas,399.0,1096,10500,4.6,0.36405109489051096,https://www.amazon.in/dp/8175993677/?coliid=I3JXMG7BD0HIOY&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,8175993677,General Books,"Paperback

₹399.00",2025-07-21T20:14:34.608764
"Complete Collection of Fyodor Dostoevsky 6 Books Box Set(Notes From The Underground, Crime and Punishment, The Brothers Karamazov, The Devils, The Idiot & The House of the Dead)","Fyodor Dostoevsky, Wilco International LLP",2254.28,3280,54,4.4,0.6872804878048782,https://www.amazon.in/dp/8197210454/?coliid=I3H05K646T8RMR&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,8197210454,General Books,"Hardcover

₹2,254.28",2025-07-21T20:14:38.241637
Metamorphosis and Other Stories,Franz Kafka,337.0,272,576,4.4,1.2389705882352942,https://www.amazon.in/dp/0241372550/?coliid=I2SNQFJXC8RW84&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0241372550,General Books,"Paperback

₹337.00",2025-07-21T20:14:42.821207
The Odyssey,"Homer, E. V. Rieu, , ",339.0,416,5080,4.4,0.8149038461538461,https://www.amazon.in/dp/0140449116/?coliid=I3CR4ALU7UFMSJ&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140449116,General Books,"Paperback

₹339.00",2025-07-21T20:14:44.491396
Iliad (Trans: Rieu),Homer,252.0,560,2647,4.5,0.45,https://www.amazon.in/dp/0140447946/?coliid=I2ZQK7Y3OWV6CX&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140447946,General Books,"Paperback

₹252.00",2025-07-21T20:14:44.985727
The Discovery of India,Jawaharlal Nehru,437.0,656,3295,4.6,0.6661585365853658,https://www.amazon.in/dp/0143031031/?coliid=I1J0256C2F2HD1&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0143031031,General Books,"Paperback

₹437.00",2025-07-21T20:14:49.721341
The Penguin History Of Early: From The O: From the Origins to AD 1300,Romila Thapar,383.0,555,1310,4.4,0.69009009009009,https://www.amazon.in/dp/0143029894/?coliid=I10LY8I37AB2HZ&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0143029894,General Books,"Paperback

₹383.00",2025-07-21T20:14:53.317718
"Republic, The",Plato,264.0,480,2346,4.5,0.55,https://www.amazon.in/dp/0140455116/?coliid=IKRN7D5B2DP80&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140455116,General Books,"Paperback

₹264.00",2025-07-21T20:14:55.739204
The Pancatantra,Visnu Sarma,336.0,520,237,4.3,0.6461538461538462,https://www.amazon.in/dp/0144000717/?coliid=IAW50M2XOY3PG&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0144000717,General Books,"Paperback

₹336.00",2025-07-21T20:15:00.765741
War & Peace,Leo Tolstoy,435.0,1440,1950,4.5,0.3020833333333333,https://www.amazon.in/dp/0140447938/?coliid=I31UQFMH34L9MS&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140447938,General Books,"Paperback

₹434.00",2025-07-21T20:15:04.842704
The Arthashastra,Kautilya,449.0,872,1564,4.5,0.5149082568807339,https://www.amazon.in/dp/0140446036/?coliid=I2B08E8TCUY82B&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140446036,General Books,"Paperback

₹449.00",2025-07-21T20:15:06.322512
Laws Of Manu (Black Classics) (Penguin Classics),"Brian Smith, Wendy Doniger",412.0,448,201,4.4,0.9196428571428571,https://www.amazon.in/dp/0140445404/?coliid=I1D1YU84THP5VY&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140445404,General Books,"Paperback

₹412.00",2025-07-21T20:15:10.703525
Rig Veda (Black Classics),"Wendy Doniger O' Flaherty, Wendy Doniger",391.0,344,405,4.3,1.1366279069767442,https://www.amazon.in/dp/0140444025/?coliid=I2ZBUVDNRDJODP&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140444025,General Books,"Paperback

₹391.00",2025-07-21T20:15:15.791703
"Upanisads, The",Valerie J. Roebuck,383.49,592,157,4.4,0.6477871621621621,https://www.amazon.in/dp/0140447490/?coliid=IDJ00H3G5J8QQ&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140447490,General Books,"Paperback

₹383.49",2025-07-21T20:15:16.163827
The Ramcharitmanas 3,"Tulsidas, ROHINI CHOWDHURY",464.0,416,2,4.5,1.1153846153846154,https://www.amazon.in/dp/0143425897/?coliid=I1965NBR9TK7PF&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0143425897,General Books,"Paperback

₹464.00",2025-07-21T20:15:20.461187
The Ramcharitmanas 2,"Tulsidas, ROHINI CHOWDHURY",420.0,416,6,4.8,1.0096153846153846,https://www.amazon.in/dp/0143425889/?coliid=I1CQXQ5S2IJMUM&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0143425889,General Books,"Paperback

₹420.00",2025-07-21T20:15:25.810390
"Ramcharitmanas, The Vol.1 (Ramcharitmanas, 1)","Tulsidas, ROHINI CHOWDHURY",396.1,416,14,4.9,0.9521634615384615,https://www.amazon.in/dp/0143425870/?coliid=ID2XMQKWVM1NZ&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0143425870,General Books,"Paperback

₹396.10",2025-07-21T20:15:26.731753
"Mahabharata, The : Penguin Classics : Ab",Penguin Classics,590.0,912,799,4.6,0.6469298245614035,https://www.amazon.in/dp/0140446818/?coliid=I3LO4T7W46UKD2&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140446818,General Books,"Paperback

₹590.00",2025-07-21T20:15:28.542954
"Gods Guns & Missionaries: The Making of the Modern Hindu Identity by Manu S. Pillai, Winner of the Sahitya Akademi Yuva Puraskar",Manu S Pillai,487.0,664,163,4.4,0.733433734939759,https://www.amazon.in/dp/0670093653/?coliid=IW0I8DTNL56F9&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0670093653,General Books,"Hardcover

₹487.00",2025-07-21T20:15:30.590816
Meditations,Marcus Aurelius,280.49,304,10191,4.4,0.9226644736842106,https://www.amazon.in/dp/0140449337/?coliid=I3BIKJ5L93JIWV&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0140449337,General Books,"Paperback

₹280.49",2025-07-21T20:15:34.920736
Wuthering Heights,Emily Brontë,255.0,353,4735,4.4,0.7223796033994334,https://www.amazon.in/dp/0141439556/?coliid=I2TGMWL6M4AU84&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0141439556,General Books,"Paperback

₹255.00",2025-07-21T20:15:37.392338
THE DAILY STOIC,Ryan Stephen Holiday Hanselman,410.0,416,19667,4.6,0.9855769230769231,https://www.amazon.in/dp/1781257655/?coliid=I3HQMYG53XRD43&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1781257655,General Books,"Paperback

₹410.00",2025-07-21T20:15:37.629039
"Trial, The",Franz Kafka,269.0,208,1548,4.4,1.2932692307692308,https://www.amazon.in/dp/0241197791/?coliid=I3GUVAHXTZGB8E&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0241197791,General Books,"Paperback

₹269.00",2025-07-21T20:15:40.410773
Train to Pakistan Penguin Premium Classic Edition,Khushwant Singh,322.0,192,6514,4.4,1.6770833333333333,https://www.amazon.in/dp/0670098167/?coliid=I2MQJXO19MCD0S&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0670098167,General Books,"Hardcover

₹322.00",2025-07-21T20:15:46.637403
"White Nights – Fyodor Dostoyevsky | A Million-Copy Bestseller | A Timeless Story of Love, Longing & Solitude – Penguin Classics","Fyodor Dostoyevsky, Ronald Meyer",112.0,128,2515,4.6,0.875,https://www.amazon.in/dp/0241252083/?coliid=I2SNBG7D1LVFD9&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0241252083,General Books,"Mass Market Paperback

₹112.00",2025-07-21T20:15:48.708520
Letters to a Young Poet,"Rainer Maria Rilke, Charlie Louth",156.0,64,2256,4.6,2.4375,https://www.amazon.in/dp/0241252059/?coliid=I3RZ7K3JTR84PA&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0241252059,General Books,"Paperback

₹156.00",2025-07-21T20:15:49.421055
"Ideas on Demand: A crash course on creativity. Bust creativity blocks, 10x your ideas, and become an idea machine.",Ideas on Demand Miliind Harrdas,217.0,208,647,4.6,1.0432692307692308,https://www.amazon.in/dp/0143458647/?coliid=I150546JKAPYA7&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0143458647,General Books,"Paperback

₹217.00",2025-07-21T20:15:51.299988
Thinking in Systems: A Primer (Business & Management) by Donella H. Meadows - Notka Edition,Meadows Donella,,210,,,,https://www.amazon.in/dp/B0F5X578GK/?coliid=I105UYFINDHUO3&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,B0F5X578GK,General Books,"Paperback

—",2025-07-21T20:15:57.696942
The Rise and Fall of the Third Reich,"William L. Shirer, Ron Rosenbaum",3817.0,1280,10068,4.6,2.98203125,https://www.amazon.in/dp/1451642598/?coliid=I19XTU9FNOIA3V&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1451642598,General Books,"Hardcover

₹3,817.00",2025-07-21T20:15:58.142387
"Short History Of Nearly Everything, A (Bryson)",Bill Bryson,506.0,672,17655,4.6,0.7529761904761905,https://www.amazon.in/dp/1784161853/?coliid=I2P7QSUA8W3WTR&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1784161853,General Books,"Paperback

₹506.00",2025-07-21T20:15:59.108501
Poor Charlie’s Almanack: The Essential Wit and Wisdom of Charles T. Munger,"Charles T. Munger, , , ",1980.0,384,2753,4.6,5.15625,https://www.amazon.in/dp/1953953239/?coliid=I35LBM3J8C67O3&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1953953239,General Books,"Hardcover

₹1,980.00",2025-07-21T20:16:02.258183
Why We Sleep,Matthew Walker,461.0,368,31158,4.5,1.252717391304348,https://www.amazon.in/dp/0141983760/?coliid=I3ORMJIN45ILV3&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0141983760,General Books,"Paperback

₹461.00",2025-07-21T20:16:08.307462
