title,author,price,pages,reviews,avg_rating,seller,value_per_page,link,asin,wishlist_name,format,scraped_timestamp
When Breath Becomes Air,Paul Kalanithi,426.0,256,109497,4.6,Cocoblu Retail,1.6640625,https://www.amazon.in/dp/1847923674/?coliid=I29DXONVI24IW6&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1847923674,General Books,"Hardcover

₹426.00",2025-09-22T12:30:51.293135
Why We Sleep,Matthew Walker,412.0,368,31385,4.5,Amazing_Buy,1.1195652173913044,https://www.amazon.in/dp/0141983760/?coliid=I3ORMJIN45ILV3&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0141983760,General Books,"Paperback

₹412.00",2025-09-22T12:30:54.365576
Read People Like a Book,Patrick King,283.0,176,6800,4.3,Cocoblu Retail,1.6079545454545454,https://www.amazon.in/dp/B0C23SF7NQ/?coliid=IYRRXA5S0NWGH&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,B0C23SF7NQ,General Books,"Paperback

₹282.00",2025-09-22T12:30:58.110040
The Highly Sensitive Person: How to Surivive and Thrive When the World Overwhelms You,Elaine N. Aron,283.14,272,9999,4.4,Cocoblu Retail,1.0409558823529412,https://www.amazon.in/dp/0008259100/?coliid=I3U9FTM6FTKJAS&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0008259100,General Books,"Paperback

₹283.14",2025-09-22T12:30:59.677938
Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,355.0,256,8727,4.4,Cocoblu Retail,1.38671875,https://www.amazon.in/dp/1786891700/?coliid=I43YBAGY3GCI7&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1786891700,General Books,"Paperback

₹355.00",2025-09-22T12:31:01.351732
Listen Like You Mean It,Ximena Vengoechea,456.0,336,138,4.4,Cocoblu Retail,1.3571428571428572,https://www.amazon.in/dp/1529074010/?coliid=I2K0NDEGJDOCR5&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1529074010,General Books,"Paperback

₹456.00",2025-09-22T12:31:03.760498
Survival Of The Friendliest,"Brian Hare, Vanessa Woods",,304,372,4.5,,,https://www.amazon.in/dp/0861540239/?coliid=I372F2MV0EGK2W&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0861540239,General Books,"Paperback

—",2025-09-22T12:31:04.360213
THE SCIENCE OF STUCK,Britt Frank,1250.0,272,592,4.6,Cocoblu Retail,4.595588235294118,https://www.amazon.in/dp/1472293908/?coliid=IROOQCYH2KSS6&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1472293908,General Books,"Paperback

₹1,250.00",2025-09-22T12:31:09.254583
Will: The Sunday Times Bestselling Autobiography,"Will Smith, Mark Manson",499.0,432,22786,4.6,ADINATH BOOKS MUMBAI,1.1550925925925926,https://www.amazon.in/dp/1529124166/?coliid=I2EYV5SZLU3MR9&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1529124166,General Books,"Paperback

₹499.00",2025-09-22T12:31:11.712741
Behave: The bestselling exploration of why humans behave as they do,Robert M Sapolsky,498.0,800,8899,4.5,uRead-Store,0.6225,https://www.amazon.in/dp/009957506X/?coliid=IF5I2M8TQW52R&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,009957506X,General Books,"Paperback

₹507.00",2025-09-22T12:31:13.598741
NR Narayana Murthy - A Biography,Ritu Singh,156.0,154,570,4.3,Repro Books-On-Demand,1.0129870129870129,https://www.amazon.in/dp/9350641291/?coliid=I19CL6DINB2CVA&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9350641291,General Books,"Paperback

₹156.00",2025-09-22T12:31:13.802470
Bitwise: A Life in Code,David Auerbach,1614.0,304,29,4.4,GALAXY BOOK25,5.309210526315789,https://www.amazon.in/dp/1101972149/?coliid=I3AGWUG3D71LNV&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1101972149,General Books,"Paperback

₹1,614.00",2025-09-22T12:31:20.914367
Algorithms to Live By: The Computer Science of Human Decisions,"Brian Christian, Tom Griffiths",305.0,368,6245,4.5,Cocoblu Retail,0.8288043478260869,https://www.amazon.in/dp/0007547994/?coliid=I1VV4XJRQFV4VG&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0007547994,General Books,"Paperback

₹305.00",2025-09-22T12:31:22.096996
STEVE JOBS (PB): THE EXCLUSIVE BIOGRAPHY,Walter Isaacson,391.0,592,23070,4.7,Cocoblu Retail,0.660472972972973,https://www.amazon.in/dp/034914043X/?coliid=I22KMUIRBDV2ZI&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,034914043X,General Books,"Paperback

₹391.00",2025-09-22T12:31:22.264633
History of the World in 100 Objects,Dr Neil MacGregor,999.0,640,1757,4.5,Trans Infopreneur Inc,1.5609375,https://www.amazon.in/dp/0241951771/?coliid=I1UH5T2JOJKDJ5&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0241951771,General Books,"Paperback

₹999.00",2025-09-22T12:31:28.768561
The Dawn of Everything: A New History of Humanity,"David Graeber, David Wengrow",598.0,720,6622,4.5,Cocoblu Retail,0.8305555555555556,https://www.amazon.in/dp/0141991062/?coliid=I3NVI0IAER71V0&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0141991062,General Books,"Paperback

₹598.00",2025-09-22T12:31:29.863219
Essentialism: The Disciplined Pursuit of Less,Greg McKeown,485.0,304,19704,4.4,Cocoblu Retail,1.5953947368421053,https://www.amazon.in/dp/0753558696/?coliid=I10064S6O6Y541&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0753558696,General Books,"Paperback

₹485.00",2025-09-22T12:31:30.215975
Hyperfocus: How to Work Less to Achieve More,Chris Bailey,650.0,256,3659,4.4,Goodread Bookstore,2.5390625,https://www.amazon.in/dp/1509866132/?coliid=I4QYVGP1OFV9&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1509866132,General Books,"Paperback

₹650.00",2025-09-22T12:31:34.459213
ONLY THE PARANOID SURVIVE: HOW TO SURVIVE THE CRISIS POINTS THAT CHALLENGE EVERY COMPANY (Old Edition),Andrew Grove,257.0,226,378,4.5,Cocoblu Retail,1.1371681415929205,https://www.amazon.in/dp/1861975139/?coliid=I3B75P32TTA548&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1861975139,General Books,"Paperback

₹257.00",2025-09-22T12:31:38.013645
"Think Faster, Talk Smarter",Matt Abrahams,499.0,352,947,4.5,Goodread Bookstore,1.4176136363636365,https://www.amazon.in/dp/1035024969/?coliid=I1OMIKLK0OFCIP&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1035024969,General Books,"Paperback

₹499.00",2025-09-22T12:31:39.344759
GIVE AND TAKE: A REVOLUTIONARY APPROACH TO SUCCESS,Adam Grant,398.0,384,4798,4.5,Cocoblu Retail,1.0364583333333333,https://www.amazon.in/dp/1780224729/?coliid=I14W2S63ZAV1MZ&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1780224729,General Books,"Paperback

₹398.00",2025-09-22T12:31:40.226158
The Art of Strategy: A Game Theorist's Guide to Success in Business and Life,"Avinash K. Dixit, Barry J. Nalebuff",997.0,512,1299,4.5,Best Price_,1.947265625,https://www.amazon.in/dp/0393337170/?coliid=I3OLCK9PZDCTIQ&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0393337170,General Books,"Paperback

₹997.00",2025-09-22T12:31:43.947013
High Output Management,Andrew S. Grove,637.0,272,5537,4.5,Cocoblu Retail,2.3419117647058822,https://www.amazon.in/dp/0679762884/?coliid=I3H425KGMVGG7J&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0679762884,General Books,"Paperback

₹637.00",2025-09-22T12:31:46.713196
The Wealth of Nations,Adam Smith,465.0,1144,2077,4.5,Cocoblu Retail,0.40646853146853146,https://www.amazon.in/dp/9387779467/?coliid=ISDRTW5ZMV6MM&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,9387779467,General Books,"Paperback

₹465.00",2025-09-22T12:31:50.034615
The Communist Manifesto,"Karl Marx, Friedrich Engels",122.0,96,18157,4.4,Cocoblu Retail,1.2708333333333333,https://www.amazon.in/dp/9386538253/?coliid=I2SKBD5NAZZ0VD&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,9386538253,General Books,"Paperback

₹122.00",2025-09-22T12:31:50.853549
"Capital (Das Capital): Includes Vol.1,2,3",Karl Marx,597.0,1392,2445,4.5,Cocoblu Retail,0.42887931034482757,https://www.amazon.in/dp/8175994142/?coliid=I34WPHMZWEAZY9&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,8175994142,General Books,"Paperback

₹597.00",2025-09-22T12:31:53.909659
THE DAILY STOIC,Ryan Stephen Holiday Hanselman,410.0,416,19814,4.6,Bargain Book,0.9855769230769231,https://www.amazon.in/dp/1781257655/?coliid=I3HQMYG53XRD43&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1781257655,General Books,"Paperback

₹420.00",2025-09-22T12:31:55.624661
Why Has Nobody Told Me This Before?: The No 1 Sunday Times Bestseller 2022,Julie Smith,500.0,432,13059,4.5,Cocoblu Retail,1.1574074074074074,https://www.amazon.in/dp/0241529727/?coliid=I11FOPNQJ3MV9T&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0241529727,General Books,"Paperback

₹500.00",2025-09-22T12:31:57.428565
The Art Of Dealing With People (English),Les Giblin,116.0,70,1286,4.4,Cocoblu Retail,1.6571428571428573,https://www.amazon.in/dp/8183226744/?coliid=I24DRA7AGEHH2F&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,8183226744,General Books,"Paperback

₹116.00",2025-09-22T12:32:01.055131
Power of Ignored Skills : Change the way you think and decide,Manoj Tripathi,1310.0,172,585,4.4,ReproBooks,7.616279069767442,https://www.amazon.in/dp/1649518773/?coliid=I176TNKQJGJXK4&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1649518773,General Books,"Paperback

₹1,310.00",2025-09-22T12:32:02.055312
Clear Thinking: Turning Ordinary Moments into Extraordinary Results,Shane Parrish,550.0,288,2433,4.5,Cocoblu Retail,1.9097222222222223,https://www.amazon.in/dp/1529915953/?coliid=I3N2EH10VH8TP9&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1529915953,General Books,"Paperback

₹550.00",2025-09-22T12:32:03.353102
The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,Steven Pressfield (Author); Robert McKee (Foreward),217.0,179,28828,4.4,Cocoblu Retail,1.2122905027932962,https://www.amazon.in/dp/9395741538/?coliid=I1OPVEKDYMP3KI&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,9395741538,General Books,"Paperback

₹217.00",2025-09-22T12:32:09.971141
How to Grow Your Small Business : A 6-Step Plan to Help Your Business Take Off,Donald Miller,307.0,224,681,4.7,Cocoblu Retail,1.3705357142857142,https://www.amazon.in/dp/1400246717/?coliid=I2YCPQZXGY6LDV&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1400246717,General Books,"Paperback

₹307.00",2025-09-22T12:32:12.356776
THIS IS MARKETING BY SETH GODIN PAPERBACK ENGLISH EDITION 2023,SETH GODIN,,347,5148,4.5,,,https://www.amazon.in/dp/B0CNYRDT2S/?coliid=I2AY047RRFI9TB&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,B0CNYRDT2S,General Books,Unknown,2025-09-22T12:32:13.568415
Exactly What to Say : The Magic Words for Influence and Impact,Phil M. Jones,226.0,148,6018,4.3,Cocoblu Retail,1.527027027027027,https://www.amazon.in/dp/198960367X/?coliid=I1AZFWBQF3ICH6&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,198960367X,General Books,"Paperback

₹226.00",2025-09-22T12:32:13.819568
The Age Of The Platform,Phil Simon,249.0,314,2,4.5,Repro Books-On-Demand,0.7929936305732485,https://www.amazon.in/dp/9383359706/?coliid=I2T25WDBR68NMT&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9383359706,General Books,"Paperback

₹249.00",2025-09-22T12:32:16.613474
Little Black Book of Workout Motivation,,,,1829,4.4,Fast Media 2,,https://www.amazon.in/dp/1938895355/?coliid=I19RJ1U4EROTZ7&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1938895355,General Books,"Hardcover

₹2,296.00",2025-09-22T12:32:18.554644
365 Rumi Quotes,Jaser Ashraf,,370,16,4.8,,,https://www.amazon.in/dp/1739689801/?coliid=I1XQ231SEDG25H&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1739689801,General Books,"Paperback

—",2025-09-22T12:32:19.593894
THE 50TH LAW,50 Robert Cent Greene,390.0,320,5880,4.6,Cocoblu Retail,1.21875,https://www.amazon.in/dp/1846680794/?coliid=I3DIR6R1FINLJK&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1846680794,General Books,"Paperback

₹390.00",2025-09-22T12:32:23.136897
Time Wise: The instant international bestseller,Amantha Imber,679.25,320,149,4.4,uRead-Store,2.12265625,https://www.amazon.in/dp/1529146313/?coliid=I3KV4879NSYOQE&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1529146313,General Books,"Paperback

₹679.25",2025-09-22T12:32:26.799457
Focus on What Matters: A Collection of Stoic Letters on Living Well,Darius Foroux,201.0,276,1072,4.5,Cocoblu Retail,0.7282608695652174,https://www.amazon.in/dp/0143461842/?coliid=I2493OXDPZ93XM&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0143461842,General Books,"Paperback

₹201.00",2025-09-22T12:32:26.907379
How To Get What You Want And Want What You Have,John Gray,548.0,320,222,4.4,Cocoblu Retail,1.7125,https://www.amazon.in/dp/0091851262/?coliid=I1314R0CJ4OYCT&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0091851262,General Books,"Paperback

₹548.00",2025-09-22T12:32:27.881855
The diary of a ceo By Steven Bartlett paperback english edition 2023,Steven Bartlett,,368,3386,4.5,,,https://www.amazon.in/dp/B0CRKS4YQX/?coliid=I97U9TVE09A62&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,B0CRKS4YQX,General Books,Unknown,2025-09-22T12:32:33.572261
Grit: Why passion and resilience are the secrets to success,Angela Duckworth,438.0,464,19357,4.5,Cocoblu Retail,0.9439655172413793,https://www.amazon.in/dp/1785040200/?coliid=I2DRB8GUNIXCY6&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1785040200,General Books,"Paperback

₹438.00",2025-09-22T12:32:37.533169
"THE FINE ART OF SMALL TALK: HOW TO START A CONVERSATION, KEEP IT GOING, BUILD NETWORKING SKILLS – AN",Debra Fine,425.0,272,512,4.2,Cocoblu Retail,1.5625,https://www.amazon.in/dp/0349436177/?coliid=I3A6V2ZDJLCRCM&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0349436177,General Books,"Paperback

₹425.00",2025-09-22T12:32:37.901575
How to Become a People Magnet; 62 Life-Changing Tips to Attract Everyone You Meet,Marc Reklau,162.0,160,2915,4.4,Cocoblu Retail,1.0125,https://www.amazon.in/dp/935333473X/?coliid=I1INFZV8L95SWY&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,935333473X,General Books,"Paperback

₹162.00",2025-09-22T12:32:38.375980
The First Minute: How to start conversations that get results (Business Communication Skills),Chris Fenning,147.0,128,118,4.5,Cocoblu Retail,1.1484375,https://www.amazon.in/dp/8119373510/?coliid=I201F30GEMUIAH&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,8119373510,General Books,"Paperback

₹147.00",2025-09-22T12:32:40.152313
Mukesh Ambani A Complete Biography,A.K. Gandhi,195.0,160,119,4.2,Cocoblu Retail,1.21875,https://www.amazon.in/dp/B0922PMX56/?coliid=I1AKTNJZJ00RWW&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,B0922PMX56,General Books,"Paperback

₹195.00",2025-09-22T12:32:46.589474
Gautam Adani: A Complete Biography | The Inspiring Journey of a Visionary Entrepreneur | Biography on Success Determination and Business Leadership,Mahesh Dutt Sharma,300.0,254,32,4.0,Cocoblu Retail,1.1811023622047243,https://www.amazon.in/dp/9355620616/?coliid=I34B7GS13T3IQT&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9355620616,General Books,"Paperback

₹300.00",2025-09-22T12:32:47.703563
"Dhirubhai Ambani A Complete Biography: (Corporate Guru Founder of India’s Biggest Business House, Reliance)",N. Chokkan,172.0,152,106,4.4,Cocoblu Retail,1.131578947368421,https://www.amazon.in/dp/9355213980/?coliid=IZVTGGCTR1ZYT&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,9355213980,General Books,"Paperback

₹172.00",2025-09-22T12:32:48.768084
"Way of the Wolf: Straight Line Selling: Master the Art of Persuasion, Influence, and Success",Jordan Belfort,388.0,256,8327,4.5,Kinokuniya_Internationals,1.515625,https://www.amazon.in/dp/1501164309/?coliid=I2F5OGTZIEUOA2&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1501164309,General Books,"Paperback

₹388.00",2025-09-22T12:32:49.239913
Build: An Unorthodox Guide to Making Things Worth Making - The New York Times bestseller,Tony Fadell,659.0,416,2817,4.7,uRead-Store,1.5841346153846154,https://www.amazon.in/dp/1787634116/?coliid=I30IAV824LHE0D&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1787634116,General Books,"Paperback

₹659.00",2025-09-22T12:32:54.482182
"Crossing the Chasm, 3rd Edition: Marketing and Selling Disruptive Products to Mainstream Customers (Collins Business Essentials)",Geoffrey A. Moore,,288,2481,4.5,,,https://www.amazon.in/dp/B0CH8QDWRG/?coliid=I3Q1HXTTZ4FUJF&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,B0CH8QDWRG,General Books,Unknown,2025-09-22T12:32:57.932752
Working Backwards,Colin Bryar and Bill Carr,368.0,304,3224,4.5,Cocoblu Retail,1.2105263157894737,https://www.amazon.in/dp/1529033845/?coliid=I27EUE0YVD87Z6&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1529033845,General Books,"Paperback

₹368.00",2025-09-22T12:32:59.071320
THAT WILL NEVER WORK: THE BIRTH OF NETFLIX BY THE FIRST CEO AND CO-FOUNDER MARC RANDOLPH,Marc Randolph,433.0,320,4748,4.6,Cocoblu Retail,1.353125,https://www.amazon.in/dp/1913068218/?coliid=I208NQCJS6Z95W&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1913068218,General Books,"Paperback

₹433.00",2025-09-22T12:33:00.043315
Big Billion Startup: The Untold Fk Story,Mihir Dalal,386.0,440,241,4.5,Amazing_Buy,0.8772727272727273,https://www.amazon.in/dp/9389109159/?coliid=IM7LWD2RWCJIP&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9389109159,General Books,"Paperback

₹386.00",2025-09-22T12:33:02.617165
Making Of Hero,Sunil Kant Munjal,341.0,252,251,4.5,Repro Books-On-Demand,1.3531746031746033,https://www.amazon.in/dp/9354227376/?coliid=I3P9WKIGFAG9PU&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9354227376,General Books,"Paperback

₹341.00",2025-09-22T12:33:07.821574
Bhujia Barons: The Untold Story of How H: The Untold Story of How Haldiram Built a 5000 Crore Empire,Pavitra Kumar,254.0,248,582,4.1,Cocoblu Retail,1.0241935483870968,https://www.amazon.in/dp/8184007558/?coliid=I2HZLOUC8ZS32L&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,8184007558,General Books,"Paperback

₹254.00",2025-09-22T12:33:08.597435
McDonald's: Behind The Arches,John F. Love,789.0,496,258,4.3,Global Book Store,1.590725806451613,https://www.amazon.in/dp/0553347594/?coliid=IU73XYERBP32W&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0553347594,General Books,"Paperback

₹789.00",2025-09-22T12:33:09.769510
Grinding It Out,Ray Kroc,294.0,224,2599,4.5,Cocoblu Retail,1.3125,https://www.amazon.in/dp/1250127505/?coliid=I2OQQ9MXAF2PON&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1250127505,General Books,"Paperback

₹294.00",2025-09-22T12:33:12.307795
No Rules Rules,Reed Hastings and Erin Meyer,699.0,320,7118,4.6,A Mind's Bookstore,2.184375,https://www.amazon.in/dp/075355366X/?coliid=I1UUNIY5UIB91E&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,075355366X,General Books,"Paperback

₹699.00",2025-09-22T12:33:18.097644
Everything Store: Jeff Bezos and the Age,Brad Stone,433.0,464,12225,4.5,Cocoblu Retail,0.9331896551724138,https://www.amazon.in/dp/0552167835/?coliid=INHBQBCWBVX8I&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0552167835,General Books,"Paperback

₹433.00",2025-09-22T12:33:18.335408
Lean Startup (L): How Constant Innovation Creates Radically Successful Businesses,Eric Ries,551.0,336,14587,4.5,Cocoblu Retail,1.6398809523809523,https://www.amazon.in/dp/0670921602/?coliid=IN7YMZYKNL8J1&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0670921602,General Books,"Paperback

₹551.00",2025-09-22T12:33:21.822202
The School of Life,Alain de Botton & The School of Life,431.0,320,3081,4.5,Cocoblu Retail,1.346875,https://www.amazon.in/dp/0241985838/?coliid=I37G1V10NIOP4A&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0241985838,General Books,"Paperback

₹431.00",2025-09-22T12:33:25.624017
Who Not How: The Formula to Achieve Bigger Goals Through Accelerating Teamwork,"Dan Sullivan, Dr. Benjamin Hardy",,208,3356,4.6,,,https://www.amazon.in/dp/939461348X/?coliid=I3P0BAVOJ7ILFD&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,939461348X,General Books,Unknown,2025-09-22T12:33:27.758182
Personality Isn't Permanent,Benjamin Hardy,708.03,272,1795,4.7,Cocoblu Retail,2.6030514705882353,https://www.amazon.in/dp/0593328965/?coliid=I1PEEHXH0HT5JZ&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0593328965,General Books,"Paperback

₹708.03",2025-09-22T12:33:30.760451
WILLPOWER DOESN'T WORK: DISCOVER THE HIDDEN KEYS TO SUCCESS,Benjamin Hardy,563.0,256,1392,4.6,uRead-Store,2.19921875,https://www.amazon.in/dp/0349417946/?coliid=I3642TF9BKC1ZB&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0349417946,General Books,"Paperback

₹563.00",2025-09-22T12:33:32.415539
Getting to Yes: Negotiating an agreement without giving in,"Roger Fisher, William Ury",395.0,240,10656,4.4,Cocoblu Retail,1.6458333333333333,https://www.amazon.in/dp/1847940935/?coliid=I2RF7XN5QYKSB6&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1847940935,General Books,"Paperback

₹395.00",2025-09-22T12:33:35.924279
"Science Of Storytelling: Why Stories Make Us Human, And How",Will Storr,325.0,320,2252,4.4,Cocoblu Retail,1.015625,https://www.amazon.in/dp/0008276978/?coliid=I1WKTKINB4SQ8D&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0008276978,General Books,"Paperback

₹325.00",2025-09-22T12:33:36.067788
THE MIRACLE MORNING: THE 6 HABITS THAT WILL TRANSFORM YOUR LIFE BEFORE 8AM,Hal Elrod,,224,32812,4.5,,,https://www.amazon.in/dp/1473668948/?coliid=I3SCPPTV3HGR1E&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1473668948,General Books,"Paperback

—",2025-09-22T12:33:40.587524
12 Rules for Life,Jordan B. Peterson,424.0,448,48466,4.5,Cocoblu Retail,0.9464285714285714,https://www.amazon.in/dp/0141988517/?coliid=I3NPUDGWRDPHPZ&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0141988517,General Books,"Paperback

₹424.00",2025-09-22T12:33:43.674483
Losing My Virginity,Richard Branson,514.0,608,3503,4.5,Cocoblu Retail,0.8453947368421053,https://www.amazon.in/dp/0753519550/?coliid=I1AM13R6YMQMDN&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0753519550,General Books,"Paperback

₹514.00",2025-09-22T12:33:44.715285
"Creativity, Inc. (L)",Ed Catmull,568.0,320,10168,4.7,Cocoblu Retail,1.775,https://www.amazon.in/dp/0593070100/?coliid=I8LDE9EU410E5&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,0593070100,General Books,"Paperback

₹568.00",2025-09-22T12:33:46.429978
Steve Jobs: The Exclusive Biography,Walter Isaacson,450.0,608,23070,4.7,Perfect Books (P) Ltd. - Fast Delivery,0.7401315789473685,https://www.amazon.in/dp/0349145083/?coliid=I1WAJ1EH1K3BBR&colid=1VY69P3F07HC8&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,0349145083,General Books,"Paperback

₹450.00",2025-09-22T12:33:50.519146
CRUCIAL CONVERSATIONS,"Joseph Grenny, Kerry Patterson, , , ",436.0,304,1886,4.6,Cocoblu Retail,1.4342105263157894,https://www.amazon.in/dp/9355323352/?coliid=IRO4KGGLDA889&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,9355323352,General Books,"Paperback

₹436.00",2025-09-22T12:33:54.568959
"Magic of Thinking Big, The (L)",David J Schwartz,413.0,384,17747,4.6,Cocoblu Retail,1.0755208333333333,https://www.amazon.in/dp/1785040472/?coliid=I307PC209KG64E&colid=1VY69P3F07HC8&psc=0&ref_=list_c_wl_lv_vv_lig_dp_it,1785040472,General Books,"Paperback

₹413.00",2025-09-22T12:33:54.801982
